3047,4,3,11,10,2,19,26,25,30,23,44,32,0,41,42,59,48,58,54,46,64,75,62,68,65
3048,14,3,7,12,5,25,19,18,22,24,35,36,0,44,39,59,47,58,49,46,64,70,68,62,65
3049,14,8,12,7,11,27,28,22,30,17,44,35,0,31,36,49,56,50,60,48,68,62,71,74,64
3050,10,12,3,1,15,23,19,16,20,30,37,41,0,44,35,59,50,56,53,58,69,68,74,72,75
3051,3,10,12,7,8,18,23,16,27,22,36,32,0,44,42,49,57,58,51,46,62,64,67,66,72
3052,15,12,4,14,7,18,17,22,16,29,38,39,0,37,32,55,48,52,57,59,75,68,73,63,62
3053,11,3,15,10,2,25,23,26,19,29,39,43,0,37,33,46,57,59,56,52,72,67,70,69,75
3054,1,4,3,7,9,16,22,25,19,27,33,34,0,37,43,46,60,55,56,50,66,70,61,65,67
3055,2,10,4,15,12,22,17,28,16,21,36,45,0,34,38,56,48,59,58,47,75,71,74,62,61
3056,15,9,3,12,6,18,25,29,20,17,35,34,0,44,38,60,55,49,58,52,73,70,65,68,75
3057,10,2,7,8,9,22,18,20,30,21,35,39,0,37,33,51,54,47,58,52,68,65,72,70,63
3058,15,1,10,6,11,22,28,21,23,17,34,41,0,35,42,53,52,50,48,49,61,65,64,72,70
3059,15,12,8,11,7,30,22,19,28,17,39,45,0,37,42,47,49,51,53,54,72,69,74,75,64
3060,12,3,11,10,2,26,21,25,24,28,32,33,0,37,36,60,50,58,53,57,72,62,63,61,74
3061,10,9,3,1,15,29,23,27,18,24,42,37,0,34,44,59,57,58,48,52,64,62,70,67,66
3062,9,2,5,8,1,29,26,24,17,18,34,45,0,36,41,53,60,50,47,56,69,71,63,67,73
3063,3,13,2,12,1,27,17,16,19,23,33,32,0,43,45,46,48,49,50,53,68,70,74,75,73
3064,11,2,14,10,15,20,24,26,17,27,39,35,0,40,37,58,47,53,55,50,70,63,61,68,67
3065,11,12,5,15,9,23,25,18,21,17,37,34,0,45,44,50,58,53,49,55,70,69,63,65,74
3066,11,13,6,14,9,22,29,26,24,30,40,35,0,33,36,52,56,58,47,59,75,65,69,72,68
3067,11,10,5,1,15,24,18,17,16,28,36,35,0,31,44,50,58,51,54,53,68,75,63,64,65
3068,6,7,14,3,1,17,27,20,16,21,33,42,0,31,40,57,54,48,47,53,75,73,65,70,72
3069,13,6,7,10,3,24,30,19,26,27,45,36,0,41,34,60,53,57,46,51,61,67,68,66,73
3070,6,12,8,14,4,19,16,24,27,30,40,45,0,41,32,50,47,53,52,56,65,66,63,70,69
3071,13,14,12,5,1,27,23,30,19,25,35,34,0,38,31,52,54,49,58,48,61,67,65,75,72
3072,13,10,9,6,15,19,30,20,18,16,41,33,0,40,42,54,50,53,58,55,65,71,67,72,63
3073,9,13,6,12,11,19,16,25,20,18,37,42,0,44,35,57,52,56,47,53,69,67,62,73,65
3074,4,1,13,9,14,30,26,20,19,21,34,32,0,43,35,49,56,54,55,59,67,74,72,70,62
3075,8,12,10,2,11,20,29,22,17,26,40,45,0,33,32,58,51,60,55,56,63,66,75,64,62
3076,6,7,5,4,12,24,26,20,17,19,33,43,0,44,34,58,59,51,54,52,63,66,62,74,69
3077,15,11,5,9,12,23,22,29,26,16,36,45,0,44,42,50,56,48,53,52,65,74,62,64,61
3078,3,9,5,8,14,23,22,30,19,20,43,35,0,42,34,57,60,59,47,54,75,73,61,66,68
3079,7,11,2,13,12,21,16,19,28,26,33,37,0,43,31,55,54,49,46,50,68,72,73,61,75
3080,12,15,13,5,9,18,27,19,17,25,42,39,0,37,33,56,57,58,60,53,68,62,61,70,67
3081,13,5,15,2,14,17,27,23,16,24,37,45,0,36,39,54,60,59,50,49,70,69,62,71,67
3082,8,12,4,6,5,21,23,28,26,29,39,32,0,40,44,48,58,54,51,52,68,61,65,70,73
3083,14,4,2,12,7,23,30,20,28,18,35,45,0,37,42,60,50,46,58,54,65,67,69,73,61
3084,7,3,13,4,8,17,19,30,16,26,32,36,0,37,38,47,46,51,55,50,69,74,70,72,63
3085,14,5,11,2,13,23,19,29,24,27,37,43,0,31,36,51,56,52,55,53,68,70,67,75,64
3086,7,11,13,12,3,29,28,24,21,20,42,33,0,43,39,52,56,58,46,59,68,74,67,73,63
3087,7,10,5,15,6,18,24,17,28,27,31,38,0,44,43,58,53,47,57,48,67,71,68,61,73
3088,3,2,4,10,6,24,19,18,17,29,31,45,0,33,32,56,60,46,57,52,70,67,74,63,65
3089,6,8,4,3,13,24,17,21,27,23,33,39,0,38,37,49,57,48,46,59,75,64,73,63,66
3090,1,10,9,15,3,20,23,16,29,21,39,37,0,45,40,48,60,50,55,57,63,74,66,71,68
3091,7,9,2,10,15,20,29,30,27,24,37,36,0,44,39,58,56,52,49,57,63,66,71,74,75
3092,7,2,3,8,6,20,27,16,17,29,34,33,0,43,42,49,46,59,54,55,73,66,72,74,62
3093,3,4,11,10,14,22,29,19,26,30,45,43,0,41,39,54,56,46,51,50,66,70,67,74,71
3094,13,10,3,11,4,22,20,18,28,27,33,40,0,37,44,58,52,47,46,49,75,74,73,61,68
3095,1,14,9,12,7,18,24,17,22,16,33,32,0,41,34,49,53,47,50,59,73,72,69,74,61
3096,7,2,15,13,9,27,24,25,29,22,43,42,0,40,34,58,46,48,55,59,68,65,69,70,74
3097,2,9,8,10,14,16,26,27,18,20,44,38,0,37,31,57,47,51,48,49,63,66,69,64,71
3098,1,5,14,12,2,23,16,22,21,17,33,45,0,31,42,46,48,54,56,49,65,61,69,70,74
3099,7,9,2,13,1,22,26,25,21,20,36,41,0,43,44,53,52,56,46,49,72,68,63,67,64
3100,11,10,13,15,14,23,19,17,22,26,37,32,0,39,45,59,47,55,51,56,72,62,65,67,73
3101,11,1,13,10,8,18,24,21,17,30,32,31,0,42,35,58,47,51,59,46,64,62,70,61,73
3102,10,4,14,13,5,28,29,27,26,24,31,44,0,33,36,51,52,60,47,57,68,64,67,74,65
3103,11,1,3,7,9,20,22,25,30,23,39,45,0,34,41,47,50,57,53,46,75,63,67,72,71
3104,3,6,14,7,9,29,23,21,19,16,33,35,0,45,37,55,52,46,56,49,75,71,67,70,61
3105,7,5,10,15,4,22,30,25,26,21,43,39,0,40,45,46,50,60,57,53,69,65,73,70,62
3106,8,4,6,15,14,26,19,27,23,21,35,31,0,37,41,58,49,51,57,46,65,69,71,66,67
3107,6,11,2,9,5,27,29,20,16,19,40,44,0,43,36,52,53,58,59,51,66,64,69,73,61
3108,2,9,13,6,12,22,25,29,21,30,42,34,0,32,44,51,59,58,54,57,75,72,61,68,67
3109,7,1,8,10,12,29,26,27,17,25,33,45,0,32,38,51,50,59,58,46,70,64,61,65,71
3110,10,13,3,11,15,27,24,26,29,17,40,34,0,43,33,51,60,58,54,53,68,73,63,74,71
3111,1,8,3,14,7,23,22,19,18,25,31,36,0,37,39,46,54,51,59,57,62,70,73,65,71
3112,4,12,11,6,13,25,21,27,16,30,40,35,0,41,31,54,52,58,57,48,64,75,69,74,68
3113,10,8,12,1,5,25,28,20,17,30,41,37,0,31,44,59,55,58,46,49,69,63,61,72,64
3114,9,13,4,2,7,21,25,23,19,16,37,41,0,44,38,59,60,54,57,55,63,75,71,67,73
3115,6,10,14,15,5,27,24,29,18,16,36,42,0,37,43,47,46,53,56,52,61,69,75,64,62
3116,13,4,11,2,3,21,16,19,23,28,38,45,0,44,31,52,57,58,59,49,73,71,75,63,74
3117,7,14,15,9,8,19,22,16,20,26,42,36,0,41,32,55,54,60,53,48,67,66,68,69,75
3118,11,1,15,9,13,30,22,25,28,27,39,35,0,44,33,48,49,52,59,55,64,61,72,63,65
3119,7,13,15,11,10,22,30,28,21,24,45,33,0,36,42,46,56,53,52,48,61,67,62,70,71
3120,7,13,11,6,2,24,25,17,28,29,45,32,0,39,41,50,47,49,54,51,68,63,72,66,61
3121,7,1,3,2,5,26,24,18,21,30,45,34,0,31,36,54,49,48,56,46,74,68,69,61,65
3122,15,3,6,5,13,24,27,26,16,29,35,32,0,38,34,48,50,46,55,52,63,66,64,69,71
3123,1,4,6,3,7,18,23,19,28,21,31,33,0,43,37,49,56,52,46,47,67,61,69,66,63
3124,15,10,6,4,14,26,23,28,21,19,40,43,0,33,35,47,59,58,46,52,64,67,73,74,63
3125,12,10,7,14,9,27,24,26,20,29,39,42,0,38,33,49,51,54,50,58,71,62,67,64,74
3126,8,2,10,14,4,29,18,23,27,28,41,35,0,33,38,57,54,58,50,53,68,70,64,66,61
3127,1,6,3,7,12,27,28,22,17,25,37,45,0,31,41,50,52,55,48,54,72,63,69,61,65
3128,13,5,6,7,9,30,27,17,25,16,37,41,0,40,39,50,54,48,49,52,63,67,62,73,68
3129,14,5,15,1,13,30,29,25,20,18,35,40,0,33,44,53,57,50,49,56,62,68,63,75,69
3130,9,7,15,4,11,22,23,18,24,25,34,43,0,40,36,59,60,51,50,49,64,75,63,72,74
3131,11,14,12,3,5,23,28,21,24,20,39,43,0,36,33,54,47,51,59,53,66,75,71,62,72
3132,13,4,7,6,11,28,29,17,24,20,40,37,0,31,36,60,46,52,48,58,65,61,73,68,69
3133,7,2,4,5,15,23,27,29,16,30,36,31,0,34,32,48,60,47,59,55,71,65,66,72,73
3134,7,3,11,9,15,22,21,16,30,17,44,33,0,37,36,53,58,57,48,49,66,75,72,64,71
3135,12,3,8,14,4,20,23,16,25,28,41,36,0,43,38,56,54,51,55,57,70,63,62,66,73
3136,5,7,8,10,2,29,26,20,27,24,42,45,0,31,40,53,52,57,58,51,72,61,68,75,71
3137,14,10,13,9,6,24,27,16,20,25,33,37,0,39,45,55,56,47,54,58,61,64,65,67,73
3138,2,14,7,6,9,24,21,23,26,22,42,34,0,39,35,55,47,58,60,50,72,73,68,63,61
3139,14,5,8,7,10,26,29,21,23,18,37,34,0,41,31,57,54,56,48,47,75,66,69,64,65
3140,9,13,5,6,11,21,27,22,30,24,34,42,0,41,39,54,59,51,53,58,72,62,61,74,66
3141,1,13,6,5,14,22,20,28,18,27,34,39,0,32,33,46,48,49,57,53,74,67,61,64,68
3142,11,15,2,10,12,24,25,18,19,30,41,39,0,42,43,58,60,46,59,57,74,64,68,70,73
3143,3,4,7,12,13,21,20,22,28,26,40,33,0,44,41,46,54,51,47,58,69,73,68,74,64
3144,13,5,4,12,15,19,23,25,28,29,40,43,0,45,37,56,48,52,46,47,75,63,67,73,72
3145,7,14,3,6,1,16,30,28,20,26,40,35,0,41,44,47,52,53,49,55,64,65,63,61,66
3146,2,9,13,5,6,29,16,20,18,17,44,34,0,36,40,59,49,55,58,60,64,75,63,73,67
3147,13,8,5,14,15,19,21,25,16,30,31,36,0,39,33,48,47,59,56,53,66,61,71,72,69
3148,8,2,11,7,14,27,19,26,20,23,37,33,0,31,38,55,51,53,47,60,71,68,64,70,66
3149,9,13,7,15,4,18,20,25,24,30,43,33,0,38,35,60,51,48,57,54,74,72,62,65,75
3150,8,14,9,11,4,21,20,16,30,26,45,41,0,39,44,59,57,55,50,60,75,73,67,65,62
3151,9,13,5,7,4,19,18,21,22,26,42,44,0,45,43,57,47,46,58,56,63,65,68,73,66
3152,6,7,2,14,13,20,24,16,28,27,35,40,0,33,36,50,59,46,51,57,68,63,74,72,61
3153,5,7,8,1,11,23,26,20,22,27,36,39,0,38,32,48,57,50,52,51,63,61,65,62,72
3154,12,3,13,10,14,30,17,24,16,20,33,31,0,37,35,58,51,59,57,60,74,69,68,62,71
3155,3,4,7,2,15,23,20,21,19,16,34,36,0,37,39,60,55,46,53,57,70,65,66,64,71
3156,8,14,13,15,7,26,20,22,28,24,45,38,0,39,40,47,49,58,56,53,62,68,71,64,74
3157,10,14,15,4,13,22,24,18,29,16,38,31,0,37,35,55,50,52,53,57,75,68,66,62,64
3158,13,8,5,12,3,29,23,16,20,18,39,44,0,32,38,47,57,56,49,60,70,73,62,72,65
3159,15,7,14,12,13,17,16,23,18,21,41,42,0,43,32,51,60,58,56,46,65,61,67,71,69
3160,2,3,15,6,9,17,30,25,27,18,40,41,0,31,32,46,56,53,60,57,68,73,72,63,62
3161,6,7,13,9,4,24,22,18,25,27,31,38,0,45,34,48,56,53,57,51,70,69,75,65,73
3162,3,10,6,4,13,17,20,18,30,28,44,33,0,35,40,55,50,57,48,46,73,65,74,71,67
3163,3,14,12,11,1,18,22,17,16,25,43,33,0,36,39,49,54,46,57,47,64,72,67,71,73
3164,1,7,12,8,4,28,30,25,22,23,34,42,0,45,37,48,47,60,51,58,67,66,71,70,75
3165,8,6,11,12,3,30,25,16,22,19,43,36,0,44,32,46,51,48,49,57,74,61,62,75,72
3166,15,6,4,8,13,25,17,19,21,27,40,34,0,37,42,52,54,58,47,46,69,75,64,62,65
3167,3,11,5,15,8,17,19,20,16,27,43,40,0,31,33,52,46,60,59,56,68,73,62,64,67
3168,11,5,13,6,7,17,26,30,24,29,38,34,0,36,45,50,55,48,49,51,68,64,61,63,66
3169,12,6,3,8,5,24,21,23,28,17,41,32,0,38,31,48,47,54,50,52,72,67,66,74,73
3170,11,10,4,15,13,26,21,16,20,18,35,41,0,32,36,52,53,54,47,59,71,74,63,68,61
3171,1,4,5,10,3,16,27,28,18,22,45,40,0,35,31,49,47,55,52,46,73,67,61,66,64
3172,4,6,15,1,14,17,24,16,23,25,37,33,0,38,42,50,60,52,58,53,67,61,63,71,66
3173,13,4,15,14,9,20,26,22,17,29,36,35,0,39,38,55,57,47,53,60,68,62,72,73,74
3174,8,11,5,1,7,19,30,22,21,18,35,36,0,31,33,47,58,51,56,55,67,68,62,69,65
3175,4,2,6,15,13,18,20,26,28,29,42,38,0,39,41,57,49,50,59,56,67,71,69,72,73
3176,6,14,2,4,3,29,26,24,16,20,37,43,0,45,39,46,48,50,58,60,73,61,75,70,71
3177,7,8,10,12,2,29,27,18,16,21,38,41,0,37,36,46,52,48,50,59,65,75,63,61,73
3178,3,4,7,6,2,17,26,24,20,21,33,41,0,38,42,60,51,53,58,54,64,62,65,72,71
3179,5,12,8,3,4,16,18,27,20,23,32,39,0,33,36,58,53,56,49,48,70,69,75,63,66
3180,12,4,9,3,14,29,27,24,18,19,44,33,0,43,34,58,59,46,55,52,67,65,74,66,68
3181,11,4,9,8,6,16,25,21,23,28,31,44,0,45,40,56,57,51,47,59,74,69,63,72,66
3182,9,2,10,13,14,26,25,30,23,17,39,32,0,34,41,60,51,54,57,49,74,75,63,61,62
3183,14,1,8,11,10,23,17,22,24,19,43,36,0,39,33,60,57,58,53,48,73,68,66,74,72
3184,5,3,12,7,8,21,19,30,26,16,37,38,0,39,43,50,52,51,48,58,72,66,67,74,63
3185,13,3,9,2,6,20,24,28,25,17,39,36,0,35,40,50,47,51,46,60,70,71,63,67,73
3186,2,1,6,15,4,17,19,23,26,21,31,35,0,34,33,58,55,47,52,48,74,72,62,61,64
3187,2,7,9,10,13,17,22,25,30,24,43,37,0,42,33,52,53,56,59,49,73,69,65,68,64
3188,5,10,13,1,9,24,22,28,16,26,44,38,0,41,31,56,51,48,50,52,62,67,63,61,73
3189,13,10,9,7,1,28,19,16,17,26,39,37,0,36,45,48,57,51,52,56,74,64,66,73,72
3190,15,12,3,4,13,25,19,21,26,24,35,33,0,43,42,59,55,56,60,54,62,74,72,61,66
3191,7,13,10,1,8,20,29,24,30,25,45,41,0,39,35,60,53,47,54,52,69,71,63,73,74
3192,2,9,4,12,5,18,28,23,30,21,44,33,0,41,38,51,46,48,57,52,65,62,75,74,66
3193,13,2,7,11,15,24,19,21,29,26,43,36,0,44,39,57,60,56,47,52,65,61,66,69,70
3194,9,10,1,3,4,27,28,16,24,22,33,39,0,43,45,52,47,51,60,57,75,72,70,66,74
3195,13,1,2,8,7,22,20,30,17,18,45,41,0,34,36,47,60,52,53,49,69,65,67,63,66
3196,2,9,12,4,1,18,17,22,16,19,32,40,0,43,31,47,48,56,54,60,66,69,63,73,64
3197,15,10,11,6,13,16,18,23,22,28,37,42,0,38,35,52,56,53,48,50,73,65,68,74,67
3198,3,6,1,8,15,24,22,19,29,30,45,39,0,40,38,59,48,55,53,58,74,68,69,71,61
3199,4,10,15,7,6,19,21,27,16,17,32,31,0,39,36,59,50,53,52,56,73,64,71,63,68
3200,3,14,2,1,13,22,29,24,25,19,38,35,0,40,43,50,51,55,49,52,71,75,67,69,73
3201,4,13,1,14,10,16,24,28,23,18,34,38,0,31,36,48,59,55,56,60,69,75,70,71,74
3202,6,9,3,7,2,29,16,21,26,23,31,33,0,41,45,49,60,46,50,56,66,70,72,74,65
3203,14,10,9,6,2,25,24,17,21,30,38,32,0,42,39,60,55,46,56,48,75,65,67,71,62
3204,1,12,9,8,4,25,30,26,23,24,31,37,0,42,34,59,49,51,52,46,73,64,61,65,63
3205,5,9,13,11,3,18,16,19,20,26,31,37,0,34,41,46,56,54,48,51,72,62,71,70,63
3206,11,2,10,6,15,22,26,18,25,24,40,31,0,37,43,49,58,56,60,47,73,63,66,65,71
3207,6,3,13,12,5,28,17,27,25,29,41,34,0,36,32,55,60,53,56,57,63,68,67,62,61
3208,4,2,15,12,6,21,27,20,19,17,40,39,0,34,33,56,49,55,53,59,64,75,67,72,65
3209,2,8,7,13,11,27,19,29,23,16,32,31,0,36,43,51,60,59,57,48,74,70,65,69,63
3210,8,13,5,2,7,16,19,17,27,29,39,35,0,37,31,46,60,55,53,58,71,72,64,66,63
3211,2,13,5,9,6,17,21,24,25,23,45,40,0,33,37,46,56,52,55,54,75,70,74,69,65
3212,8,11,3,14,9,17,21,18,22,20,42,34,0,43,36,54,56,58,59,48,72,64,65,66,74
3213,6,2,4,12,8,16,26,20,19,30,39,42,0,34,35,55,58,47,52,57,72,67,68,66,63
3214,6,14,10,7,4,22,25,16,20,26,39,45,0,37,36,49,57,56,47,50,71,68,69,61,74
3215,8,2,6,12,5,21,23,20,19,26,39,40,0,38,45,50,46,56,49,52,72,69,61,65,63
3216,13,6,1,3,2,18,30,29,17,21,32,35,0,33,36,48,49,58,54,53,74,69,71,72,65
3217,4,7,12,13,8,27,21,19,20,28,34,40,0,33,42,50,47,60,49,58,72,73,74,65,67
3218,6,12,7,11,1,16,18,28,21,19,42,31,0,45,41,57,50,54,52,55,69,67,63,71,65
3219,6,14,2,4,9,26,23,17,21,24,33,36,0,40,45,57,60,46,58,55,62,72,66,64,65
3220,5,10,8,13,7,29,22,26,19,23,38,37,0,43,33,50,49,53,52,54,70,74,66,65,71
3221,8,7,1,12,3,24,29,25,23,21,32,43,0,36,39,49,54,50,48,53,73,74,64,70,63
3222,13,11,7,8,4,16,24,21,19,26,43,42,0,36,40,54,47,52,50,48,67,62,72,66,68
3223,6,8,3,10,9,29,23,19,24,20,38,40,0,37,35,47,50,56,57,58,62,74,70,69,67
3224,12,6,10,4,13,21,18,26,30,24,37,36,0,31,39,47,56,60,54,52,70,67,62,61,71
3225,8,2,9,7,12,16,25,17,27,28,31,44,0,33,42,60,53,49,58,50,61,62,75,69,71
3226,1,5,7,11,14,24,16,30,29,26,43,39,0,40,33,60,53,50,56,59,70,69,67,71,64
3227,14,3,5,12,11,25,28,17,29,18,33,32,0,39,42,51,49,58,57,52,67,65,75,71,68
3228,11,8,3,2,4,17,24,27,18,25,42,44,0,31,32,54,55,47,56,59,74,67,73,71,69
3229,15,6,13,10,3,16,27,30,29,28,33,41,0,40,36,60,46,49,51,58,68,73,66,72,67
3230,3,6,4,5,9,23,26,21,17,28,38,32,0,45,37,46,60,48,50,57,75,69,72,71,64
3231,14,4,6,3,1,24,29,17,21,23,36,42,0,43,35,56,54,59,57,49,72,75,64,61,63
3232,4,8,6,11,1,27,16,23,22,26,45,31,0,37,36,46,50,55,54,53,72,68,71,69,65
3233,2,15,4,3,13,25,28,18,20,27,35,44,0,42,38,47,53,52,50,55,73,74,75,68,61
3234,5,1,4,10,15,19,18,29,27,16,33,39,0,41,42,48,57,56,55,52,62,68,72,74,70
3235,7,13,5,12,4,21,24,26,17,18,33,45,0,32,35,49,47,54,60,50,70,61,67,63,74
3236,8,5,7,11,9,27,20,26,22,17,32,31,0,33,34,56,49,59,51,60,73,63,65,71,68
3237,15,9,14,6,12,27,30,16,19,23,44,35,0,40,38,46,47,52,56,53,70,74,67,64,66
3238,6,7,11,14,13,27,21,25,28,18,38,42,0,31,32,49,57,47,53,52,72,68,74,66,61
3239,15,12,10,2,14,16,29,19,21,27,31,38,0,41,39,52,53,55,49,51,64,74,62,70,66
3240,15,4,11,10,5,17,19,29,20,27,31,40,0,41,34,46,47,52,55,58,63,66,67,62,72
3241,14,8,5,9,2,16,30,18,22,23,31,39,0,42,32,49,59,58,48,60,69,75,63,70,61
3242,9,14,5,10,12,17,30,24,26,28,44,36,0,31,43,46,56,51,54,59,73,63,71,65,70
3243,5,1,11,4,10,27,26,28,23,30,43,31,0,41,39,56,51,49,55,60,70,61,64,68,66
3244,7,15,13,6,12,19,23,21,17,30,42,45,0,36,41,58,54,47,53,51,70,75,63,65,73
3245,15,14,12,10,3,25,26,20,16,23,35,37,0,33,38,48,51,60,56,55,71,68,61,72,69
3246,9,14,2,1,12,21,16,25,30,29,36,45,0,41,43,56,54,57,53,58,63,65,73,67,74
3247,5,10,7,13,1,21,18,23,30,26,38,39,0,37,43,59,57,46,49,56,69,64,61,74,67
3248,3,4,8,7,10,30,27,23,18,17,33,38,0,35,39,55,60,46,51,57,66,74,61,65,71
3249,2,1,9,15,8,20,25,26,30,18,34,41,0,38,39,50,48,46,58,60,64,70,68,71,73
3250,1,2,14,7,11,20,29,21,25,24,45,42,0,36,34,47,59,57,54,48,74,66,64,62,61
3251,1,13,12,4,3,19,17,16,24,30,31,36,0,45,44,48,56,50,46,58,69,63,75,73,72
3252,4,2,6,13,7,30,26,25,18,22,44,39,0,35,31,49,54,46,50,59,64,66,73,69,74
3253,15,9,14,1,3,23,17,27,19,29,34,32,0,40,41,57,50,53,48,58,63,65,64,70,73
3254,2,13,6,1,12,22,18,21,23,26,40,43,0,33,31,56,55,46,60,51,61,73,68,71,64
3255,13,14,9,10,12,24,25,27,26,17,41,42,0,32,39,60,48,59,58,51,70,66,72,73,74
3256,10,2,1,15,3,21,23,27,29,18,41,43,0,36,45,50,54,57,51,59,64,68,62,65,72
3257,1,13,9,14,12,29,28,25,19,23,45,33,0,31,41,52,56,58,50,51,73,61,67,72,74
3258,11,7,10,2,13,24,19,26,20,28,41,38,0,36,44,57,50,49,53,58,68,63,72,62,70
3259,9,12,1,15,8,29,19,20,17,28,42,31,0,32,36,52,55,51,59,46,65,69,66,75,72
3260,8,7,12,9,11,26,29,27,19,16,39,41,0,38,32,46,54,60,52,53,72,67,70,61,71
3261,3,4,11,1,7,16,22,30,28,29,42,40,0,35,41,52,59,57,49,47,70,71,69,73,64
3262,8,5,15,13,6,23,22,29,26,25,40,45,0,37,43,46,54,58,47,52,75,70,73,65,66
3263,8,14,4,9,10,22,29,30,28,23,44,45,0,34,35,56,58,51,47,59,71,64,69,65,74
3264,5,12,4,8,2,28,18,26,21,22,40,34,0,35,33,50,48,46,52,53,71,69,64,63,74
